Age,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Churn,Gender_Male,Location_Europe,Location_Other,Location_USA,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GameDifficulty_Hard,GameDifficulty_Medium
38,5.990720486362284,1,7,43,72,16,0,False,True,False,False,False,False,False,False,False,True
29,15.973762574875895,0,1,69,81,14,1,False,False,False,True,False,True,False,False,False,False
46,3.683183597785032,0,19,42,64,31,0,False,False,False,False,False,False,False,False,False,False
46,6.252455837162762,1,8,103,54,36,0,False,False,False,True,False,False,True,False,True,False
38,1.3485441645161362,1,3,124,82,4,0,True,False,False,True,False,True,False,False,True,False
26,16.331728199932105,1,16,52,87,2,0,True,False,False,False,True,False,False,False,True,False
16,22.755435580784155,1,12,132,4,4,0,True,False,True,False,False,False,True,False,False,False
17,22.397026414328703,0,17,105,60,37,0,True,False,False,True,False,True,False,False,False,False
31,19.390309545820596,0,11,27,23,13,1,False,False,False,True,False,False,False,True,False,False
16,3.84468318202322,0,3,159,8,44,1,True,True,False,False,False,False,False,True,True,False
16,20.256331595040905,0,9,19,95,31,0,True,False,True,False,False,False,False,False,False,False
42,0.0696432580417916,0,18,117,40,0,0,True,True,False,False,False,False,True,False,True,False
37,21.99256342919033,0,9,138,13,19,0,True,False,False,False,False,False,False,True,False,False
46,16.89538519745816,0,0,140,95,46,1,True,False,True,False,False,True,False,False,True,False
47,4.200586153886301,1,19,70,49,44,0,False,True,False,False,True,False,False,False,True,False
15,13.54125180437538,0,8,39,45,45,0,True,False,False,False,False,False,False,False,False,False
33,15.047202136340912,0,11,92,39,43,0,True,True,False,False,False,True,False,False,False,False
16,6.43544723306335,0,9,50,82,18,0,True,True,False,False,False,False,False,False,False,False
40,20.427872446354915,0,3,138,36,30,0,False,True,False,False,False,False,False,True,False,True
46,12.306317179031524,1,11,179,91,4,0,True,True,False,False,False,False,True,False,False,True
20,13.545984293255724,1,12,135,66,49,0,True,True,False,False,True,False,False,False,True,False
46,21.26668304303152,0,18,164,26,41,0,True,True,False,False,False,False,False,True,False,False
18,15.711803560774973,0,11,90,2,5,0,False,True,False,False,False,False,True,False,False,False
25,14.159710470426695,0,8,110,33,28,0,False,False,False,True,True,False,False,False,False,False
31,3.02265403529026,0,12,103,80,13,0,True,True,False,False,False,False,True,False,True,False
38,13.000048094097826,0,0,146,4,13,1,False,False,False,True,False,False,False,True,False,True
19,21.93431700858416,1,10,30,55,9,1,True,False,False,True,True,False,False,False,False,True
48,14.55648155952392,0,15,133,32,25,0,True,False,False,False,False,True,False,False,False,True
20,6.831045096377894,0,4,166,81,31,0,True,False,False,True,False,False,False,True,True,False
36,19.89311377371636,0,11,142,61,48,0,True,True,False,False,False,False,False,False,False,False
25,10.42417873030862,0,13,102,7,40,0,False,False,False,False,True,False,False,False,False,True
30,1.899978614861616,0,5,144,79,13,0,False,True,False,False,False,False,True,False,False,False
47,11.597118678148016,0,15,67,83,27,0,True,False,False,True,False,False,False,True,False,True
23,18.27652465418603,1,9,105,56,39,0,True,False,False,True,False,False,True,False,False,True
20,22.044392327303783,0,4,98,67,26,0,True,False,False,True,False,True,False,False,False,True
30,15.948489997170093,0,14,89,67,14,0,True,False,False,True,False,False,True,False,False,True
43,20.12914668256816,0,3,80,5,41,1,False,False,False,True,False,False,False,True,False,True
17,17.9931805634337,1,6,24,49,1,1,False,True,False,False,True,False,False,False,False,False
34,4.372198464901213,1,16,31,20,20,0,False,False,False,True,False,False,False,True,False,False
33,23.620041289280746,0,19,105,3,37,0,True,False,True,False,False,False,False,False,True,False
40,1.354730944210508,0,16,47,61,7,0,False,True,False,False,False,False,False,False,False,False
17,6.574572253509393,0,18,20,23,19,0,True,True,False,False,False,False,True,False,False,False
33,18.321743627753673,0,6,149,16,17,0,False,True,False,False,False,False,True,False,False,False
34,3.216007888051876,0,13,50,10,2,0,True,True,False,False,False,False,False,True,False,False
46,13.631729677404424,0,14,10,64,39,1,True,True,False,False,False,False,True,False,False,False
21,15.13612279233146,0,9,116,62,3,0,True,False,False,False,False,False,True,False,False,False
47,16.499476486422957,0,15,152,36,5,0,True,False,False,False,False,False,True,False,False,False
32,3.85561961786126,0,14,128,79,24,0,False,True,False,False,True,False,False,False,False,True
15,4.978798830139363,1,16,65,74,23,0,False,False,True,False,False,False,False,False,True,False
25,2.974934186662944,0,1,71,49,48,1,False,True,False,False,True,False,False,False,False,False
42,4.110147347154558,0,12,90,67,35,0,True,False,False,True,False,False,False,True,False,False
39,19.99260066954823,0,16,151,64,36,0,True,False,False,True,False,True,False,False,False,True
37,2.729469336219645,0,4,121,14,11,0,False,False,False,True,False,False,False,False,False,False
45,9.63459187601608,1,5,48,84,15,1,False,False,True,False,False,False,False,True,False,False
44,0.3702480485716846,1,19,55,29,30,0,True,False,False,True,False,False,True,False,False,False
49,18.325518833316803,0,9,45,68,49,0,False,False,False,True,False,True,False,False,True,False
21,22.97264608486355,0,10,111,52,23,0,False,False,False,False,False,True,False,False,False,True
30,7.184139994380142,1,2,12,62,40,1,False,False,False,True,False,True,False,False,False,False
40,7.317818788521064,1,6,36,39,24,1,True,False,False,True,True,False,False,False,True,False
16,13.774599336278328,1,14,102,54,44,0,False,False,False,False,False,False,False,True,False,False
15,3.1469932675982877,0,3,57,50,14,1,True,True,False,False,True,False,False,False,False,True
26,14.448485059584431,0,5,175,75,7,0,False,True,False,False,True,False,False,False,True,False
19,13.206464671501784,0,13,14,71,48,0,True,False,False,True,False,False,False,False,False,False
46,9.581422959226586,0,16,84,26,29,0,False,True,False,False,True,False,False,False,False,False
23,16.82033324174349,0,5,88,55,39,0,False,False,False,False,False,False,True,False,False,True
49,13.04654124266425,0,14,159,45,28,0,True,False,False,False,False,True,False,False,False,False
33,20.25525908465932,0,12,125,54,26,0,False,True,False,False,False,False,False,True,False,False
30,17.44815007107466,0,1,74,26,15,1,True,False,False,True,True,False,False,False,False,False
17,13.928841782702174,0,10,103,94,8,0,True,False,False,False,False,False,False,True,False,False
34,7.61448463495335,0,3,33,10,35,1,True,True,False,False,False,False,False,False,False,False
38,0.6899550435470942,1,7,60,44,1,0,True,False,False,False,False,True,False,False,False,True
47,8.911863426695152,0,8,20,68,12,1,False,False,False,True,False,False,False,False,False,False
38,18.55274687578926,0,2,93,30,20,1,True,True,False,False,True,False,False,False,False,True
25,21.391703085862,0,15,166,12,42,0,False,False,True,False,False,False,False,True,False,False
22,20.423897033001715,0,8,91,87,34,0,True,False,False,True,False,False,False,False,False,False
34,8.868238178525782,1,1,168,47,23,1,False,False,True,False,False,True,False,False,False,True
49,0.7170876441501903,0,19,32,72,26,0,True,False,False,True,True,False,False,False,False,False
39,22.499660632378887,1,18,109,92,28,0,True,True,False,False,True,False,False,False,False,False
49,16.407666343253425,0,14,118,85,21,0,False,False,False,False,False,True,False,False,False,False
39,11.509506149071033,0,9,76,25,4,0,True,False,False,True,False,False,False,False,False,False
43,18.68207056827901,0,4,169,78,5,0,False,False,False,False,False,False,False,True,False,False
32,2.146500572209561,0,6,172,33,43,0,True,False,False,True,False,True,False,False,False,False
32,2.0875797562794753,0,18,179,42,3,0,True,True,False,False,False,False,False,False,False,True
16,16.97257122809584,0,10,138,90,8,0,False,False,False,False,False,False,True,False,False,True
49,1.623253181653097,0,17,27,33,38,0,False,False,False,True,False,False,False,False,False,False
30,1.1785839800921911,0,4,170,45,20,0,True,False,False,True,False,False,False,False,False,True
47,17.286697607074213,0,14,150,50,30,0,False,False,True,False,False,False,True,False,False,False
18,17.79411288336275,0,3,118,61,45,0,True,False,False,False,False,True,False,False,False,False
47,9.90698720356799,0,1,82,14,48,1,True,False,False,False,False,True,False,False,False,True
28,9.398654752872655,0,2,121,82,19,1,True,True,False,False,False,False,False,False,False,False
35,10.608533609506894,0,19,164,61,47,0,False,False,False,False,False,False,True,False,False,False
34,8.856054521931455,0,15,70,26,29,0,True,False,True,False,False,False,False,True,False,False
22,10.707680703625662,0,1,140,81,30,1,True,True,False,False,False,False,False,False,False,False
21,4.453186248993083,0,0,146,58,37,1,False,False,False,False,False,False,False,True,False,True
17,14.015747922351792,1,11,23,4,7,1,True,False,False,True,True,False,False,False,False,False
31,12.409088586391764,1,11,87,88,34,0,True,True,False,False,False,True,False,False,False,False
47,15.972033037206106,0,4,76,69,43,0,True,False,False,True,False,False,False,False,False,False
26,4.381658634610372,0,3,68,5,2,1,True,True,False,False,False,False,False,False,False,False
36,2.1331622085625748,1,2,71,91,13,1,True,False,False,True,False,False,True,False,True,False
36,19.34566527732695,0,13,160,3,0,0,True,False,False,True,False,False,True,False,False,False
44,21.698472616540514,0,15,101,24,7,0,True,False,False,True,True,False,False,False,True,False
22,4.129688542183922,0,1,122,90,42,0,True,True,False,False,False,False,True,False,True,False
41,9.98472880220081,1,12,61,88,42,0,False,True,False,False,False,False,False,True,False,False
41,17.404774401438523,0,1,26,42,24,1,False,False,False,True,False,False,True,False,True,False
48,12.586931645419732,0,18,79,52,1,0,False,False,True,False,False,False,True,False,False,False
35,13.605657669675177,0,10,65,96,15,0,True,False,False,True,False,False,False,False,False,False
44,8.210817815441171,0,10,63,54,20,0,True,False,False,False,False,False,True,False,False,True
47,2.8794355360014148,0,10,36,6,27,0,False,False,False,True,False,False,False,False,False,True
42,23.05222849282748,1,11,144,49,41,0,False,False,False,True,False,False,False,True,False,False
47,17.84181542715376,0,3,88,56,41,0,True,False,False,True,True,False,False,False,True,False
19,7.702088004425916,1,2,159,17,32,0,True,False,True,False,True,False,False,False,False,True
33,17.154279799063623,0,3,57,62,9,1,False,False,False,False,False,False,False,False,False,False
18,9.378216853442584,0,1,95,40,32,1,True,False,False,True,True,False,False,False,False,True
49,4.680904119898592,0,0,75,7,36,0,True,False,False,True,False,False,True,False,False,True
31,16.269288222360863,0,17,52,94,9,0,True,True,False,False,False,True,False,False,False,False
42,9.85265824315088,0,7,107,96,26,0,False,False,False,True,False,True,False,False,False,False
44,2.763290352533492,1,17,174,82,2,1,False,False,True,False,False,True,False,False,False,False
43,8.012559138925674,0,19,33,92,15,0,False,False,False,False,False,True,False,False,True,False
20,9.382503830481472,0,5,68,15,43,0,False,False,False,False,False,False,True,False,True,False
49,9.289914071234358,1,9,42,68,14,0,True,False,False,True,False,False,False,True,False,False
38,13.721984509391987,0,15,165,71,8,0,False,False,False,True,False,False,False,True,False,False
43,10.484388577299274,1,12,10,56,38,1,True,False,True,False,True,False,False,False,False,True
45,17.769281534284076,1,18,66,47,0,0,True,True,False,False,False,False,True,False,False,True
49,14.95271715871735,0,17,65,5,47,0,False,True,False,False,True,False,False,False,False,True
47,12.58329193982178,0,9,140,7,36,1,True,True,False,False,True,False,False,False,False,False
35,18.289154324577385,0,11,56,63,9,0,True,False,False,True,False,False,False,True,True,False
46,22.356748853299987,0,4,28,28,35,1,False,False,False,False,False,True,False,False,False,True
37,5.387593847876657,1,6,104,76,18,0,False,False,True,False,False,False,False,False,False,False
47,18.980540801877705,0,17,14,93,36,0,True,False,False,True,False,False,True,False,False,True
17,10.33863814913738,0,0,60,25,32,1,True,False,False,True,False,True,False,False,False,True
32,13.60619707608962,0,17,44,71,37,0,True,False,False,True,True,False,False,False,False,True
39,19.716625789361512,0,17,57,47,33,0,False,False,False,True,False,False,False,False,False,True
45,13.337523698339428,1,0,121,20,26,1,True,False,False,True,False,True,False,False,False,False
17,4.374306505755923,0,2,93,77,7,1,False,False,False,True,False,False,False,True,False,True
38,23.46098142584398,0,0,146,48,27,1,True,False,False,True,False,False,True,False,False,True
46,20.182441817205255,1,8,92,95,49,0,True,True,False,False,False,False,False,True,False,False
36,2.5223100375372853,0,2,146,3,34,1,True,False,False,False,True,False,False,False,False,False
37,4.106261082588432,1,2,14,69,38,1,True,False,True,False,True,False,False,False,False,False
16,8.453867280194387,0,10,127,77,37,0,False,False,False,True,False,True,False,False,False,True
41,11.35633640163417,0,10,87,77,38,0,False,True,False,False,True,False,False,False,False,False
16,3.895109261990803,0,0,24,50,36,1,True,True,False,False,False,False,False,False,False,False
40,10.770777307401689,1,1,145,60,25,0,True,True,False,False,False,False,False,False,True,False
31,10.721183063895026,0,5,158,66,29,0,False,False,False,False,True,False,False,False,False,False
47,6.159609307346505,0,7,162,91,11,0,True,False,False,True,False,True,False,False,True,False
23,3.5415643286803995,1,14,12,75,43,0,False,False,False,True,False,False,False,False,False,False
43,3.840848787036875,0,2,179,1,38,0,True,False,False,True,False,False,True,False,False,False
40,19.944758525438868,1,10,101,11,39,0,True,False,False,True,False,True,False,False,False,False
49,19.087594402169337,0,8,87,13,28,0,True,True,False,False,False,True,False,False,False,False
39,0.4728419935895243,0,7,146,39,19,0,True,False,False,True,False,False,False,False,False,False
38,5.2101755586295795,1,6,59,30,7,0,True,False,False,True,True,False,False,False,True,False
27,0.6736694323328276,0,16,124,7,45,0,False,False,False,True,False,False,False,True,False,False
21,3.292908001595195,0,1,45,89,43,1,True,False,False,True,False,False,True,False,False,True
34,1.8608236177227324,0,4,20,19,19,1,True,False,False,True,False,False,False,True,True,False
15,18.296240621030098,0,12,56,80,46,0,True,True,False,False,False,True,False,False,True,False
22,8.546766153418645,0,16,71,22,1,0,False,False,False,True,False,False,False,False,True,False
30,16.818168995063274,0,2,44,75,24,1,False,False,True,False,True,False,False,False,False,False
28,12.919492680572652,0,17,82,68,31,0,False,False,False,True,False,True,False,False,False,False
26,5.898375472496607,0,11,55,44,1,0,True,False,False,True,False,False,True,False,False,False
37,11.93293467646334,1,12,79,40,5,0,False,False,False,True,False,True,False,False,False,False
29,5.56651790820465,0,11,107,93,46,0,False,True,False,False,False,False,True,False,False,False
42,8.241367744070885,0,18,107,76,8,0,True,True,False,False,True,False,False,False,True,False
48,21.142037265625568,0,12,178,39,39,0,True,False,True,False,False,False,True,False,False,False
16,19.572250286597647,0,13,45,83,27,0,False,False,False,True,False,False,True,False,False,True
46,10.510952353784653,0,9,108,83,48,0,True,False,False,True,False,False,False,False,False,True
37,4.023194951051734,1,15,70,24,36,0,True,False,False,False,True,False,False,False,False,True
36,3.8230818124306527,0,19,43,11,25,0,True,False,False,False,False,True,False,False,False,False
39,15.614142450737948,0,0,158,7,48,1,True,False,False,True,False,True,False,False,False,True
36,11.872008038745804,1,2,86,97,11,1,True,False,False,False,True,False,False,False,True,False
36,12.822161146387412,0,7,156,81,34,0,False,True,False,False,False,False,False,True,False,True
20,1.8171188291189964,0,6,168,52,30,0,False,False,False,True,True,False,False,False,False,True
29,9.104945684292648,1,12,28,7,1,1,True,False,False,True,True,False,False,False,False,False
47,8.89797030896645,1,5,46,81,38,0,True,True,False,False,False,False,True,False,False,False
22,6.459650706649791,0,0,133,68,32,1,False,False,False,False,False,False,True,False,False,False
19,18.131752861566916,0,5,64,25,7,1,False,False,False,True,False,False,True,False,False,False
18,3.213938504470609,1,6,83,14,47,0,True,False,False,True,False,True,False,False,False,False
20,18.921123790663284,0,2,64,54,25,1,False,False,False,True,False,False,False,False,False,False
46,2.0794938650471684,0,16,77,69,32,0,False,False,False,False,False,False,False,True,False,False
44,3.738603376300234,0,8,125,12,46,0,True,False,False,True,False,False,True,False,False,True
49,12.627876247456744,0,10,69,53,6,0,True,True,False,False,False,False,False,True,True,False
30,13.865057211219456,0,6,79,38,17,0,True,False,False,False,False,False,False,True,False,True
27,23.221451389501777,1,0,39,94,36,1,False,False,False,False,False,False,False,False,False,True
44,14.545053346162703,0,6,160,77,48,0,True,True,False,False,False,False,False,False,True,False
33,13.533127389468111,0,12,21,75,6,1,True,True,False,False,False,True,False,False,False,False
31,4.511941869479098,0,1,166,28,37,1,True,True,False,False,True,False,False,False,False,True
33,2.05998476913324,0,9,56,38,7,0,False,True,False,False,False,False,False,False,False,True
42,18.964686310616955,1,11,70,92,2,0,True,False,False,True,False,False,True,False,False,True
